주차장코드,주차장명,주소,주차장 종류,주차장 종류명,운영구분,운영구분명,전화번호,주차현황 정보 제공여부,주차현황 정보 제공여부명,총 주차면,유무료구분,유무료구분명,야간무료개방여부,야간무료개방여부명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),최종데이터 동기화 시간,"토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명",월 정기권 금액,노상 주차장 관리그룹번호,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),버스 기본 주차 요금,버스 기본 주차 시간(분 단위),버스 추가 단위 시간(분 단위),버스 추가 단위 요금,일 최대 요금,위도,경도
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48745265,126.9318469
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48736847,126.9329987
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48745665,126.9327965
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.4873458,126.9330511
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48961411,126.9261475
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48893304,126.92951
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48809036,126.9313431
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.4890235,126.9293079
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48897708,126.9294097
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48719836,126.9324243
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48895446,126.9294606
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48750347,126.9326947
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48881637,126.9297514
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48953571,126.9265709
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48875039,126.9298996
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48704645,126.9327587
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48964379,126.9259545
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48783229,126.9310132
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48904612,126.9292571
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48908779,126.9291688
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48877237,126.9298501
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48756582,126.9315934
1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2024-01-18 18:40,N,무료,Y,유료,,1.16201E+12,220,5,220,5,0,0,0,0,,37.48687558,126.9331414
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46658692,126.8899831
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.4665412,126.8899108
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46654151,126.8899352
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46658651,126.8900567
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46658655,126.890032
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46658699,126.8899346
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46658703,126.8899109
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46658714,126.8898386
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46654131,126.8898385
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46654105,126.8900067
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46654108,126.889983
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46654123,126.8898867
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46658711,126.8898631
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46658707,126.8898868
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46660227,126.8900981
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46658688,126.8900068
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46654071,126.8900319
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46658696,126.8899594
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46654581,126.890098
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46654127,126.889863
1167546,독산동 금천교 공영주차장(시),금천구 독산동 1081-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 11:27,N,무료,Y,유료,0,1.15451E+12,400,5,400,5,0,0,0,0,0,37.46658718,126.8898141
1189778,신답고가 주변(구),동대문구 답십리동 530-6,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 9:58,N,무료,Y,유료,120000,1.12301E+12,500,10,500,10,0,0,0,0,36000,,
1193467,동대문소방서노상(구),동대문구 장안동 434-0,NS,노상 주차장,1,시간제 주차장,02-456-2591,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 9:58,N,무료,Y,유료,120000,1.12301E+12,500,10,500,10,0,0,0,0,36000,,
119824,여의도공원앞1 노상주차장(구),영등포구 여의도동 2-11,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2020-09-09 10:42,N,무료,Y,유료,200000,1.15601E+12,500,5,1000,10,0,0,0,0,20000,,
1208601,청계2(북2) 공영주차장(시),종로구 관수동 91-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:28,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56895335,126.9973934
1208601,청계2(북2) 공영주차장(시),종로구 관수동 91-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:28,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56896044,126.997456
1208601,청계2(북2) 공영주차장(시),종로구 관수동 91-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:28,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56882441,126.9962378
1208601,청계2(북2) 공영주차장(시),종로구 관수동 91-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:28,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56877674,126.9958474
1208601,청계2(북2) 공영주차장(시),종로구 관수동 91-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:28,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56882965,126.9963054
1208601,청계2(북2) 공영주차장(시),종로구 관수동 91-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:28,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56877035,126.9957864
1208601,청계2(북2) 공영주차장(시),종로구 관수동 91-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:28,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56896653,126.9975182
1208601,청계2(북2) 공영주차장(시),종로구 관수동 91-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:28,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56894623,126.9973307
1208601,청계2(북2) 공영주차장(시),종로구 관수동 91-4,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:28,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56878199,126.9959106
1210657,청계3(북1) 공영주차장(시),종로구 예지동 140-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:32,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56916536,126.9985156
1210657,청계3(북1) 공영주차장(시),종로구 예지동 140-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:32,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56957034,127.00059
1210657,청계3(북1) 공영주차장(시),종로구 예지동 140-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:32,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56959507,127.0007264
1210657,청계3(북1) 공영주차장(시),종로구 예지동 140-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:32,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56958071,127.0006174
